id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
3619,2018-08-01,,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,Fiber optic,No,No,No,Yes,No,No,Male,0,No,No,No,0
3621,2019-08-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,1
3623,2018-03-01,,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,DSL,Yes,No,No,No,No,Yes,Male,0,Yes,No,No,0
3625,2020-01-01,,Month-to-month,No,Mailed check,19.15,19.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3627,2014-03-01,,One year,Yes,Credit card (automatic),98.65,6962.85,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
3629,2014-02-01,,Two year,Yes,Credit card (automatic),112.6,8126.65,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
3631,2017-05-01,,One year,No,Mailed check,20.6,690.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
3633,2019-08-01,2019-10-01,Month-to-month,Yes,Electronic check,85.65,181.5,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes,1
3635,2018-02-01,,Two year,No,Mailed check,35.75,830.8,DSL,Yes,No,No,Yes,No,No,Male,0,No,Yes,No,0
3637,2015-06-01,,One year,Yes,Credit card (automatic),99.75,5608.4,Fiber optic,No,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,0
3639,2017-01-01,,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,No,0
3641,2016-07-01,,One year,No,Credit card (automatic),85.1,3662.25,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
3643,2020-01-01,,Month-to-month,No,Mailed check,25.35,25.35,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
3645,2017-11-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,1
3647,2015-01-01,,Two year,No,Electronic check,89.65,5308.7,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
3649,2018-09-01,,One year,No,Electronic check,86.75,1410.25,Fiber optic,No,No,Yes,Yes,No,No,Male,0,No,No,Yes,0
3651,2016-09-01,,One year,Yes,Bank transfer (automatic),86.2,3339.05,Fiber optic,No,Yes,Yes,Yes,No,No,Female,0,Yes,No,No,0
3653,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,50.65,50.65,DSL,No,Yes,No,No,No,No,Male,0,No,No,No,1
3655,2014-02-01,,Two year,Yes,Bank transfer (automatic),64.8,4732.35,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,Yes,No,0
3657,2019-10-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),90.85,90.85,Fiber optic,No,Yes,No,No,No,Yes,Male,0,No,No,Yes,1
3659,2016-02-01,,Two year,Yes,Bank transfer (automatic),108.1,5067.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,0
3661,2019-01-01,2019-12-01,Month-to-month,No,Mailed check,19.95,214.75,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,1
3663,2015-05-01,2019-12-01,Month-to-month,Yes,Electronic check,85.45,4874.7,Fiber optic,No,Yes,Yes,No,No,No,Female,1,Yes,No,Yes,1
3665,2016-08-01,,One year,Yes,Electronic check,54.75,2348.45,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,No,No,No,0
3667,2016-06-01,,Month-to-month,Yes,Mailed check,90.4,4063.0,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,Yes,0
3669,2020-01-01,,Month-to-month,No,Electronic check,44.0,44.0,DSL,No,No,No,No,No,No,Male,0,No,Yes,No,0
3671,2017-11-01,,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,0
3673,2017-11-01,,Month-to-month,Yes,Bank transfer (automatic),84.8,2309.55,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
3675,2019-12-01,,Month-to-month,Yes,Electronic check,44.3,89.3,DSL,No,No,No,No,No,No,Female,1,No,No,No,0
3677,2018-07-01,,Month-to-month,No,Mailed check,19.9,367.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3679,2016-08-01,,Month-to-month,Yes,Electronic check,95.05,3944.5,Fiber optic,No,No,No,No,Yes,Yes,Female,1,Yes,No,Yes,0
3681,2014-08-01,,Two year,Yes,Credit card (automatic),90.05,5965.95,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
3683,2017-05-01,,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
3685,2017-03-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,No,1
3687,2017-05-01,,Month-to-month,Yes,Electronic check,54.6,1803.7,DSL,No,No,Yes,Yes,Yes,Yes,Male,1,No,No,No,0
3689,2018-03-01,,One year,No,Mailed check,20.05,415.1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
3691,2017-06-01,,One year,No,Bank transfer (automatic),19.75,624.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3693,2019-03-01,,One year,No,Credit card (automatic),20.05,237.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3695,2014-03-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
3697,2014-06-01,,One year,No,Bank transfer (automatic),55.9,3848.8,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,No,No,0
3699,2018-06-01,,Two year,Yes,Mailed check,19.7,419.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
3701,2014-02-01,,Two year,Yes,Credit card (automatic),19.8,1468.75,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
3703,2015-02-01,,One year,Yes,Bank transfer (automatic),95.4,5812.0,Fiber optic,Yes,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
3705,2017-06-01,,Month-to-month,Yes,Mailed check,93.95,2861.45,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,Yes,Yes,No,0
3707,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,19.9,19.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
3709,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,19.6,19.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
3711,2019-10-01,2020-01-01,Month-to-month,Yes,Electronic check,81.35,233.7,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,Yes,1
3713,2016-04-01,,One year,Yes,Bank transfer (automatic),24.45,1066.15,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
3715,2017-09-01,,Month-to-month,Yes,Electronic check,74.95,2149.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
3717,2015-11-01,,Month-to-month,Yes,Electronic check,87.35,4473.0,Fiber optic,No,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,0
3719,2016-02-01,,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,No,0
3721,2018-10-01,,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,Fiber optic,No,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
3723,2014-04-01,,Two year,Yes,Bank transfer (automatic),98.7,6858.9,Fiber optic,No,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
3725,2016-10-01,,Two year,Yes,Mailed check,24.8,1024.7,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
3727,2017-12-01,2019-10-01,Month-to-month,No,Electronic check,83.3,1845.9,Fiber optic,No,Yes,No,No,No,Yes,Female,0,Yes,Yes,No,1
3729,2019-11-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,No,1
3731,2019-09-01,,Month-to-month,Yes,Mailed check,24.3,132.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
3733,2019-07-01,,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3735,2017-09-01,,One year,No,Credit card (automatic),100.55,2830.45,Fiber optic,No,Yes,Yes,Yes,No,Yes,Male,0,No,Yes,Yes,0
3737,2016-06-01,,One year,No,Mailed check,25.7,1110.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
3739,2019-04-01,,Month-to-month,No,Bank transfer (automatic),40.7,449.3,DSL,Yes,Yes,Yes,No,No,No,Female,0,No,No,No,0
3741,2015-07-01,,Month-to-month,No,Bank transfer (automatic),51.65,2838.55,DSL,No,No,No,No,No,No,Female,1,Yes,No,Yes,0
3743,2015-10-01,,One year,Yes,Bank transfer (automatic),105.1,5376.4,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,0
3745,2019-04-01,,Month-to-month,No,Electronic check,85.95,858.6,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,Yes,Yes,0
3747,2018-08-01,,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
3749,2014-06-01,,One year,No,Bank transfer (automatic),58.25,3975.7,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,No,Yes,0
3750,2014-11-01,2019-12-01,Month-to-month,Yes,Mailed check,19.4,1182.55,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
3752,2014-02-01,,Two year,Yes,Credit card (automatic),65.2,4784.45,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
3754,2019-12-01,,Month-to-month,No,Electronic check,53.45,119.5,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,No,0
3756,2018-11-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
3758,2016-09-01,,Two year,Yes,Electronic check,19.75,899.45,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
3760,2017-12-01,,Month-to-month,Yes,Credit card (automatic),44.45,1183.8,DSL,No,No,Yes,Yes,Yes,No,Female,0,No,No,No,0
3762,2017-02-01,,One year,No,Bank transfer (automatic),20.85,720.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
3764,2014-02-01,,Two year,Yes,Credit card (automatic),114.05,8468.2,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
3767,2017-03-01,,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,Fiber optic,No,No,No,Yes,No,Yes,Male,0,Yes,No,Yes,0
3768,2020-01-01,,Month-to-month,No,Mailed check,55.05,55.05,DSL,No,No,Yes,Yes,No,No,Male,0,No,No,No,0
3770,2018-10-01,,Month-to-month,Yes,Electronic check,112.95,1882.55,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
3772,2016-01-01,,Month-to-month,No,Credit card (automatic),101.55,5070.4,Fiber optic,Yes,No,No,No,Yes,Yes,Female,1,No,No,Yes,0
3774,2015-08-01,,One year,Yes,Mailed check,114.65,6049.5,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
3776,2018-08-01,,Month-to-month,No,Electronic check,64.8,1166.7,DSL,Yes,No,No,No,No,Yes,Female,0,No,Yes,Yes,0
3778,2017-02-01,,Month-to-month,No,Electronic check,80.4,2937.65,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,No,No,0
3780,2015-01-01,2020-01-01,Month-to-month,Yes,Electronic check,105.9,6396.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,1
3782,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,69.55,69.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
3784,2015-10-01,,Two year,Yes,Bank transfer (automatic),25.05,1270.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
3786,2019-06-01,,Month-to-month,Yes,Electronic check,94.75,759.55,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
3788,2014-02-01,,Two year,No,Bank transfer (automatic),105.5,7611.55,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
3790,2014-10-01,,One year,No,Mailed check,24.7,1642.75,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
3792,2018-04-01,,Month-to-month,Yes,Mailed check,69.75,1545.4,DSL,Yes,No,Yes,Yes,No,Yes,Female,1,No,No,No,0
3794,2015-02-01,,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
3796,2017-06-01,2019-10-01,Month-to-month,Yes,Electronic check,81.05,2227.1,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,Yes,No,1
3798,2015-01-01,,Two year,No,Mailed check,24.4,1417.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
3800,2018-02-01,,Month-to-month,Yes,Electronic check,104.15,2494.65,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
3802,2017-10-01,,One year,No,Bank transfer (automatic),92.9,2768.35,Fiber optic,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
3804,2017-08-01,,Two year,No,Bank transfer (automatic),80.8,2369.3,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
3806,2019-12-01,,Month-to-month,No,Mailed check,20.0,38.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
3808,2020-01-01,,Month-to-month,Yes,Electronic check,75.1,75.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
3810,2019-08-01,,Month-to-month,No,Mailed check,19.65,100.9,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
3812,2018-02-01,,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,DSL,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,No,0
3814,2019-07-01,2019-11-01,Month-to-month,No,Electronic check,101.15,385.9,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
3816,2019-03-01,2019-10-01,Month-to-month,Yes,Electronic check,99.8,673.25,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,1
3818,2014-02-01,,Two year,Yes,Bank transfer (automatic),116.05,8404.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
3820,2014-04-01,,Two year,Yes,Mailed check,40.05,2799.75,DSL,No,No,No,Yes,No,Yes,Male,0,No,No,No,0
3822,2014-10-01,,Two year,No,Electronic check,102.1,6538.45,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
3824,2014-02-01,,One year,Yes,Electronic check,89.7,6588.95,Fiber optic,No,Yes,No,No,Yes,No,Male,0,Yes,Yes,Yes,0
3826,2016-06-01,,Two year,No,Mailed check,19.9,868.1,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,0
3828,2018-12-01,2020-01-01,Month-to-month,No,Electronic check,55.95,734.35,DSL,No,No,No,No,No,Yes,Female,0,Yes,Yes,No,1
3830,2018-09-01,,One year,No,Mailed check,20.65,330.6,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,0
3832,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,55.0,55.0,DSL,No,No,No,No,No,Yes,Male,0,No,No,No,1
3834,2019-05-01,,Month-to-month,Yes,Mailed check,70.05,564.4,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,No,0
3836,2018-02-01,,Month-to-month,No,Mailed check,53.6,1315.35,DSL,Yes,No,No,Yes,No,No,Male,0,Yes,No,No,0
3838,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,74.7,74.7,Fiber optic,No,Yes,No,No,No,No,Female,0,Yes,Yes,No,1
3840,2017-11-01,2019-11-01,Month-to-month,Yes,Electronic check,80.25,1861.5,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,Yes,1
3842,2017-03-01,,Month-to-month,Yes,Electronic check,76.05,2747.2,DSL,No,Yes,No,Yes,Yes,Yes,Male,1,Yes,Yes,No,0
3844,2019-07-01,,Month-to-month,Yes,Electronic check,75.7,554.05,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,No,0
3846,2019-06-01,2019-11-01,Month-to-month,Yes,Electronic check,96.1,453.4,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,No,1
3848,2018-07-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),69.0,994.8,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,No,1
3849,2015-11-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,DSL,Yes,No,Yes,No,No,Yes,Female,0,Yes,No,No,1
3851,2018-06-01,,Month-to-month,Yes,Electronic check,81.45,1671.6,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,No,0
3853,2014-02-01,,One year,Yes,Bank transfer (automatic),108.5,8003.8,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
3855,2019-05-01,2020-01-01,Month-to-month,Yes,Electronic check,83.55,680.05,Fiber optic,No,Yes,No,No,Yes,No,Female,0,Yes,Yes,No,1
3857,2014-02-01,,Two year,Yes,Credit card (automatic),84.5,6130.85,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,Yes,Yes,0
3859,2018-11-01,,Month-to-month,Yes,Electronic check,100.15,1415.0,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,0
3861,2014-02-01,,Two year,Yes,Bank transfer (automatic),88.6,6201.95,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
3863,2020-02-01,,Two year,Yes,Bank transfer (automatic),52.55,2291.023009417808,DSL,Yes,No,Yes,Yes,Yes,No,Female,0,Yes,Yes,No,0
3865,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,74.35,74.35,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,1
3867,2014-11-01,,Two year,Yes,Bank transfer (automatic),104.8,6597.25,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
3869,2019-12-01,,Month-to-month,Yes,Electronic check,59.0,114.15,DSL,No,Yes,No,No,Yes,No,Female,0,No,No,No,0
3871,2019-10-01,2019-12-01,Month-to-month,Yes,Electronic check,74.4,139.4,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,No,No,1
3873,2015-01-01,,One year,No,Bank transfer (automatic),64.05,3902.6,DSL,No,Yes,No,No,No,Yes,Male,1,Yes,No,Yes,0
3875,2020-01-01,,Month-to-month,No,Mailed check,20.4,20.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
3877,2018-01-01,2019-11-01,One year,Yes,Bank transfer (automatic),43.75,903.6,DSL,No,Yes,Yes,No,No,Yes,Male,0,No,No,No,1
3879,2017-10-01,,Month-to-month,No,Mailed check,60.9,1785.65,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,No,0
3881,2014-04-01,,Two year,No,Bank transfer (automatic),19.8,1397.65,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
3883,2019-07-01,2019-12-01,Month-to-month,No,Electronic check,28.45,131.05,DSL,No,Yes,No,No,No,No,Female,1,No,No,No,1
3884,2018-10-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,Fiber optic,Yes,Yes,Yes,No,No,Yes,Female,0,No,No,Yes,1
3886,2017-04-01,,One year,No,Credit card (automatic),116.25,3899.05,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
3888,2014-03-01,,Two year,Yes,Credit card (automatic),80.7,5676.0,Fiber optic,Yes,No,No,No,No,No,Female,1,Yes,No,Yes,0
3890,2014-04-01,,One year,No,Bank transfer (automatic),65.2,4543.15,DSL,Yes,No,No,No,No,Yes,Female,0,Yes,Yes,Yes,0
3892,2015-10-01,,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,Fiber optic,Yes,No,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
3894,2014-05-01,,Two year,Yes,Credit card (automatic),79.45,5502.55,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,No,Yes,Yes,0
3896,2018-05-01,2020-01-01,Month-to-month,Yes,Electronic check,94.1,1782.4,Fiber optic,No,Yes,Yes,No,No,Yes,Female,1,No,No,Yes,1
3898,2019-03-01,,Month-to-month,Yes,Mailed check,78.0,851.8,Fiber optic,No,No,Yes,No,No,No,Male,0,No,Yes,Yes,0
3900,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,94.2,167.5,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,Yes,No,No,1
3902,2019-05-01,2019-11-01,Month-to-month,Yes,Electronic check,80.5,502.85,Fiber optic,No,No,No,Yes,No,No,Female,0,Yes,Yes,Yes,1
3904,2020-01-01,,Month-to-month,No,Mailed check,19.85,19.85,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3906,2018-06-01,,One year,No,Credit card (automatic),94.3,1818.3,Fiber optic,Yes,No,Yes,Yes,No,Yes,Male,1,Yes,Yes,No,0
3908,2015-01-01,,Month-to-month,Yes,Electronic check,106.45,6300.15,Fiber optic,Yes,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,0
3910,2019-06-01,2019-11-01,Month-to-month,Yes,Electronic check,74.35,334.8,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,Yes,1
3912,2015-06-01,,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,No,No,Yes,0
3914,2017-08-01,,Month-to-month,Yes,Credit card (automatic),95.0,2852.4,Fiber optic,Yes,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,0
3916,2016-08-01,2019-12-01,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,1
3918,2017-10-01,,One year,No,Mailed check,54.3,1546.3,DSL,Yes,No,No,Yes,No,No,Female,0,No,No,No,0
3920,2019-09-01,,Month-to-month,No,Electronic check,70.05,302.6,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,No,0
3922,2017-07-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,Fiber optic,Yes,No,No,No,No,No,Female,1,Yes,No,No,1
3924,2019-02-01,,Month-to-month,No,Credit card (automatic),20.05,265.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
3926,2014-07-01,,One year,Yes,Electronic check,105.4,6989.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
3928,2017-09-01,,Month-to-month,Yes,Electronic check,51.6,1442.0,DSL,No,No,No,No,No,No,Male,1,Yes,No,Yes,0
3930,2015-07-01,,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,Yes,Yes,0
3932,2017-11-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
3934,2017-03-01,2020-01-01,Month-to-month,Yes,Electronic check,100.05,3480.0,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
3936,2015-10-01,,One year,No,Electronic check,91.25,4738.3,Fiber optic,Yes,No,Yes,No,Yes,No,Male,0,No,No,No,0
3938,2014-02-01,,Two year,Yes,Credit card (automatic),115.75,8399.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,Yes,Yes,0
3940,2015-04-01,,One year,Yes,Credit card (automatic),94.7,5430.35,Fiber optic,No,Yes,No,Yes,Yes,No,Male,0,Yes,Yes,Yes,0
3942,2017-03-01,,Two year,No,Mailed check,19.6,686.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
3944,2015-06-01,,Two year,Yes,Bank transfer (automatic),99.9,5706.3,Fiber optic,No,Yes,Yes,Yes,Yes,No,Female,1,No,No,Yes,0
3946,2018-02-01,,Two year,Yes,Credit card (automatic),21.1,490.65,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
3948,2014-04-01,,Two year,No,Credit card (automatic),20.05,1360.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
3950,2019-12-01,,Month-to-month,Yes,Electronic check,79.95,174.45,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,0
3952,2014-06-01,,One year,Yes,Credit card (automatic),107.15,7379.8,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,1,Yes,Yes,Yes,0
3954,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,85.0,85.0,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes,1
3957,2019-02-01,,Month-to-month,Yes,Electronic check,89.55,1021.75,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,No,Yes,0
3959,2014-11-01,,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,Fiber optic,No,Yes,No,No,No,No,Female,0,Yes,No,Yes,0
3961,2017-05-01,,One year,Yes,Mailed check,58.45,1955.4,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,Yes,No,0
3963,2014-05-01,,One year,Yes,Credit card (automatic),95.65,6744.2,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,No,No,0
3965,2015-02-01,,Two year,Yes,Bank transfer (automatic),80.6,4946.7,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
3967,2014-02-01,,Two year,Yes,Bank transfer (automatic),113.1,8248.5,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
3968,2019-03-01,,Month-to-month,Yes,Mailed check,58.95,601.6,DSL,No,No,No,No,No,Yes,Female,0,No,No,Yes,0
3970,2019-01-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes,1
3972,2018-09-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),45.55,597.0,DSL,Yes,No,No,Yes,Yes,No,Male,0,No,No,No,1
3974,2017-04-01,,One year,Yes,Bank transfer (automatic),78.95,2647.2,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,Yes,No,0
3976,2016-09-01,2019-12-01,Month-to-month,Yes,Mailed check,86.3,3266.0,Fiber optic,No,Yes,No,No,Yes,No,Male,0,Yes,Yes,No,1
